"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
1.293,1.460,97.121,0.125,0,0,1179648,18446744073709404160,18446744073709455360,0,0,4067,7484,0,0,39,3979157504,16754241536,2310156288,40727916544,0,0,0,1179648,4067,7485,1.292,1.417,97.167,0.125,0
0.167,1.250,98.583,0,0,0,0,80,80,0,0,689,1117,0,0,5,3978076160,16755322880,2310156288,40727916544,0,0,0,0,689,1116,0.167,1.251,98.583,0,0
0.333,1.291,98.376,0,0,0,0,0,0,0,0,749,1228,0,0,5,3976658944,16756961280,2310156288,40727916544,0,0,0,0,749,1228,0.333,1.332,98.335,0,0
0.749,1.206,98.003,0.042,0,0,20480,0,0,0,0,1786,2745,1,0,23,3892936704,16840687616,2310156288,40727912448,0,0,0,20480,1786,2745,0.750,1.167,98.042,0.042,0
4.380,3.017,92.231,0.372,0,0,2596864,18446744073709539328,18446744073709527040,0,0,9488,17668,2,0,278,3886694400,17121124352,2310164480,40460455936,0,0,0,2596864,9488,17668,4.378,3.057,92.193,0.372,0
3.891,1.757,92.803,1.548,0,0,26296320,240,240,0,0,4408,9482,1,2,65,3889848320,17090142208,2310164480,40487972864,0,0,0,26984448,4409,9482,3.891,1.715,92.803,1.590,0
8.985,6.032,83.444,1.539,0,0,9166848,0,999,0,0,17811,41162,2,0,486,4015194112,16963723264,2310168576,40488128512,0,0,0,8478720,17835,41228,8.974,6.066,83.465,1.496,0
12.448,3.913,79.351,4.288,0,9011200,104030208,160,6294,0,0,9527,30010,1,2,207,4120518656,16748462080,2310176768,40591265792,0,0,9011200,104034304,9502,29944,12.505,3.877,79.325,4.293,0
19.258,3.543,76.699,0.500,0,98304,4268032,160,11372,0,0,10567,26734,6,0,202,4303245312,16527081472,2310176768,40627896320,0,0,98304,4263936,10567,26734,19.292,3.583,76.625,0.500,0
26.896,3.813,64.535,4.756,0,0,113381376,144,6878,0,0,9429,47762,14,0,150,4485832704,16188485632,2310180864,40780574720,0,0,0,113381376,9429,47777,26.847,3.777,64.614,4.762,0
34.725,2.976,61.100,1.199,0,0,29200384,80,3710,0,0,6680,26559,15,0,48,4612554752,16113369088,2310180864,40727363584,0,0,0,29200384,6680,26550,34.739,2.978,61.084,1.199,0
40.590,2.368,56.834,0.208,0,0,249856,80,1779,0,0,5871,15342,9,1,19,4757032960,15967428608,2310180864,40727404544,0,0,0,249856,5871,15336,40.573,2.367,56.852,0.208,0
7.122,1.333,91.379,0.167,0,0,487424,18713,23254,0,0,3315,6529,1,0,30,4767723520,15955734528,2310184960,40727486464,0,0,0,487424,3315,6529,7.110,1.331,91.393,0.166,0
3.589,1.711,94.699,0,0,0,528384,12564,13878,0,0,2199,5410,1,0,52,4815355904,15906369536,2310184960,40727539712,0,0,0,528384,2199,5410,3.589,1.711,94.699,0,0
5.623,0.750,93.544,0.083,0,196608,397312,86004,87602,0,0,2720,7190,2,0,14,4846927872,15874015232,2310184960,40727556096,0,0,196608,397312,2720,7190,5.669,0.750,93.497,0.083,0
5.824,1.373,92.679,0.125,0,0,344064,258180,259046,0,0,3219,8826,1,0,2,4891860992,15828742144,2310184960,40727769088,0,0,0,344064,3221,8841,5.777,1.372,92.727,0.125,0
4.295,2.085,93.578,0.042,0,0,151552,102326,102955,0,0,4117,9155,1,0,54,4649992192,16042594304,2310184960,40755138560,0,0,0,151552,4117,9152,4.341,2.087,93.531,0.042,0
0.542,1.209,98.249,0,0,0,0,0,377,0,0,1362,2230,0,0,13,4639268864,16053194752,2310184960,40755273728,0,0,0,0,1361,2220,0.500,1.207,98.293,0,0
0.250,1.085,98.664,0,0,0,0,0,322,0,0,803,1231,1,0,7,4639756288,16052707328,2310184960,40755273728,0,0,0,0,802,1229,0.251,1.128,98.621,0,0
0.209,0.250,99.541,0,0,0,0,0,672,0,0,718,1299,0,0,2,4639227904,16053207040,2310184960,40755277824,0,0,0,0,720,1302,0.208,0.208,99.583,0,0
0.250,1.209,98.540,0,0,0,0,0,1022,0,0,932,1406,0,0,7,4639006720,16053428224,2310184960,40755277824,0,0,0,0,932,1406,0.250,1.209,98.541,0,0
0.167,1.126,98.666,0.042,0,0,311296,0,252,0,0,811,1166,0,0,7,4638887936,16053559296,2310184960,40755281920,0,0,0,311296,809,1163,0.167,1.126,98.666,0.042,0
0.167,1.210,98.623,0,0,0,0,0,1142,0,0,1021,1487,0,0,7,4639641600,16052789248,2310184960,40755281920,0,0,0,0,1021,1487,0.167,1.210,98.623,0,0
0.209,0.959,98.832,0,0,0,12288,0,879,0,0,767,1253,2,0,7,4640481280,16051888128,2310184960,40755294208,0,0,0,12288,767,1255,0.209,0.960,98.831,0,0
0.125,0.250,99.624,0,0,0,0,0,629,0,0,741,1010,0,0,2,4639825920,16052551680,2310184960,40755294208,0,0,0,0,741,1008,0.125,0.292,99.583,0,0
0.416,1.416,98.167,0,0,0,0,0,629,0,0,1573,1984,1,0,15,4636045312,16056684544,2310184960,40755290112,0,0,0,0,1574,1991,0.417,1.376,98.208,0,0
0.167,1.210,98.582,0.042,0,0,425984,0,252,0,0,965,1329,0,0,7,4635189248,16058159104,2310184960,40754950144,0,0,0,425984,966,1324,0.167,1.251,98.540,0.042,0
3.702,2.995,92.346,0.957,0,0,30892032,18446744073709340672,18446744073709281280,0,0,8279,15441,2,0,105,4575318016,16151019520,2310189056,40728715264,0,0,0,30892032,8333,15452,3.705,2.956,92.381,0.958,0
3.817,2.727,92.953,0.503,0,16384,4370432,18446744073709297664,18446744073709326336,0,0,10596,19979,1,1,123,3980488704,16750575616,2310189056,40728502272,0,0,16384,4386816,10548,19984,3.819,2.770,92.908,0.504,0
2.009,1.758,95.814,0.419,0,0,3289088,18446744073709539328,18446744073709524992,0,0,5623,10558,2,0,49,3887742976,17090269184,2310189056,40488865792,0,0,0,3272704,5616,10581,2.050,1.757,95.774,0.418,0
4.717,2.731,92.553,0,0,0,151552,0,0,0,0,6896,12591,11,0,263,3887816704,17090920448,2310189056,40488501248,0,0,0,151552,6913,12645,4.675,2.689,92.635,0,0
6.841,4.312,85.779,3.068,0,0,35074048,240,559,0,0,11770,26069,4,2,277,3943362560,17034887168,2310197248,40488706048,0,0,0,35078144,11803,26039,6.907,4.301,85.691,3.102,0
13.114,5.953,77.352,3.580,0,9109504,34574336,0,2549,0,0,18813,47319,6,0,544,4058718208,16874164224,2310209536,40528642048,0,0,9109504,34570240,18762,47254,13.183,6.008,77.263,3.546,0
17.337,3.733,72.418,6.512,0,0,179249152,400,11344,0,0,9237,37241,3,1,153,4291731456,16467656704,2310217728,40696639488,0,0,0,179249152,9237,37241,17.261,3.734,72.490,6.515,0
21.240,3.264,73.223,2.273,0,0,35065856,0,11000,0,0,8298,20730,4,0,103,4426686464,16301596672,2310234112,40727769088,0,0,0,35065856,8298,20730,21.216,3.226,73.284,2.275,0
31.477,2.888,65.553,0.083,0,0,2310144,80,5572,0,0,6162,33126,7,0,55,4604039168,16121344000,2310234112,40727789568,0,0,0,2310144,6162,33137,31.536,2.923,65.459,0.082,0
36.326,2.714,60.919,0.042,0,0,253952,5861,8497,0,0,5975,20476,14,0,20,4751130624,15972782080,2310234112,40727810048,0,0,0,253952,5976,20486,36.451,2.672,60.835,0.042,0
28.483,2.032,69.279,0.207,0,0,479232,16543,20560,0,0,5411,14116,1,0,49,4779569152,15943254016,2310234112,40727932928,0,0,0,479232,5410,14095,28.292,2.036,69.464,0.208,0
5.077,0.624,94.299,0,0,0,0,6191,8000,0,0,1848,4759,2,0,29,4829769728,15890890752,2310234112,40727998464,0,0,0,0,1848,4759,5.077,0.624,94.299,0,0
8.236,1.622,90.017,0.125,0,196608,466944,137298,138077,0,0,3036,8603,2,0,4,4873269248,15846858752,2310234112,40728227840,0,0,196608,466944,3036,8603,8.236,1.622,90.017,0.125,0
8.599,1.488,89.831,0.083,0,0,315392,263953,265205,0,0,3600,9124,2,0,7,4909613056,15810416640,2310234112,40728203264,0,0,0,315392,3600,9124,8.633,1.528,89.756,0.083,0
6.450,1.873,91.677,0,0,0,81920,45442,46196,0,0,4749,8363,0,0,71,4653051904,16039448576,2310234112,40755572736,0,0,0,81920,4749,8363,6.403,1.830,91.767,0,0
2.961,1.209,95.830,0,0,0,0,0,629,0,0,1215,1544,1,0,7,4642713600,16049811456,2310234112,40755568640,0,0,0,0,1215,1544,2.962,1.210,95.828,0,0
2.753,0.209,97.038,0,0,0,0,0,504,0,0,876,1311,2,0,7,4643233792,16049287168,2310234112,40755572736,0,0,0,0,876,1311,2.756,0.251,96.994,0,0
3.042,1.125,95.833,0,0,0,0,0,994,0,0,989,1226,1,0,2,4642320384,16050216960,2310234112,40755572736,0,0,0,0,989,1226,3.039,1.082,95.878,0,0
3.407,1.329,95.264,0,0,0,0,0,504,0,0,1307,2056,0,0,7,4665954304,16026558464,2310234112,40755572736,0,0,0,0,1307,2056,3.405,1.370,95.224,0,0
0.250,1.168,98.582,0,0,0,319488,0,1344,0,0,1039,1534,0,0,7,4667047936,16025063424,2310234112,40755982336,0,0,0,319488,1039,1534,0.250,1.126,98.623,0,0
0.167,1.001,98.832,0,0,0,0,0,322,0,0,781,1221,1,0,7,4667817984,16024293376,2310234112,40755982336,0,0,0,0,782,1223,0.167,1.043,98.791,0,0
0.167,0.333,99.500,0,0,0,12288,0,1252,0,0,707,1253,0,0,2,4667281408,16024817664,2310234112,40755994624,0,0,0,12288,706,1251,0.167,0.292,99.541,0,0
0.167,1.167,98.666,0,0,0,0,0,502,0,0,864,1239,1,0,7,4667748352,16024350720,2310234112,40755994624,0,0,0,0,864,1239,0.167,1.169,98.664,0,0
0.416,1.125,98.459,0,0,0,0,0,377,0,0,1049,1535,0,0,7,4668342272,16023752704,2310234112,40755998720,0,0,0,0,1049,1535,0.416,1.164,98.420,0,0
0.542,1.502,97.914,0.042,0,0,438272,0,252,0,0,2253,4041,1,0,29,4665622528,16026816512,2310234112,40755654656,0,0,0,438272,2254,4044,0.543,1.461,97.955,0.042,0
4.193,2.767,91.824,1.216,0,0,33239040,18446744073709244416,18446744073709164544,0,0,10003,20486,2,0,127,4001902592,16723836928,2310242304,40729518080,0,0,0,33239040,10002,20483,4.195,2.810,91.779,1.216,0
2.508,1.881,95.234,0.376,0,16384,3739648,18446744073709395968,18446744073709443072,0,0,7770,13642,0,0,66,3978797056,16752091136,2310242304,40729341952,0,0,16384,3739648,7770,13642,2.507,1.839,95.278,0.376,0
3.250,2.917,93.458,0.375,0,0,2404352,18446744073709539328,18446744073709524992,0,0,7293,14477,2,0,180,3890884608,17113133056,2310254592,40462225408,0,0,0,2404352,7332,14498,3.254,2.920,93.450,0.375,0
3.909,2.412,92.931,0.748,0,0,405504,160,160,0,0,6009,10828,1,0,158,3892424704,17085120512,2310254592,40489250816,0,0,0,405504,5970,10807,3.902,2.408,92.943,0.747,0
7.667,4.542,85.500,2.292,0,0,34947072,80,725,0,0,12172,30442,3,1,308,4017410048,16959508480,2310262784,40489500672,0,0,0,34947072,12179,30591,7.670,4.544,85.494,2.293,0
10.336,3.985,83.147,2.532,0,9109504,31117312,80,4380,0,0,14178,35652,4,0,399,4113293312,16828416000,2310270976,40519913472,0,0,9109504,31117312,14171,35516,10.382,4.028,83.056,2.533,0
10.320,3.038,81.898,4.744,0,0,131649536,240,10971,0,0,7868,39568,2,4,58,4132327424,16522084352,2310270976,40801173504,0,0,0,131649536,7868,39557,10.287,2.999,81.966,4.748,0
17.379,4.231,73.787,4.604,0,0,85315584,144,7281,0,0,10778,30331,5,0,225,4349358080,16350310400,2310275072,40755576832,0,0,0,85315584,10786,30348,17.440,4.267,73.695,4.598,0
29.201,3.203,67.554,0.042,0,0,921600,0,2259,0,0,7053,29749,11,0,83,4548755456,16175878144,2310279168,40728535040,0,0,0,921600,7057,29758,29.302,3.200,67.456,0.042,0
35.744,2.909,61.264,0.083,0,0,1814528,160,5870,0,0,6511,28512,12,0,58,4701888512,16020893696,2310283264,40728563712,0,0,0,1814528,6502,28520,35.729,2.908,61.280,0.083,0
43.656,1.711,54.382,0.250,0,0,901120,25335,27747,0,0,7493,21092,8,0,64,4836282368,15884210176,2310283264,40728698880,0,0,0,901120,7490,21056,43.622,1.673,54.454,0.251,0
6.211,1.292,92.497,0,0,0,0,7622,8606,0,0,1850,2665,1,0,3,4866203648,15852445696,2310283264,40728739840,0,0,0,0,1850,2665,6.164,1.333,92.503,0,0
6.370,1.707,91.840,0.083,0,196608,491520,179459,180157,0,0,3464,9496,1,0,14,4915036160,15803203584,2310283264,40728748032,0,0,196608,491520,3464,9501,6.328,1.665,91.923,0.083,0
5.198,1.580,93.098,0.125,0,0,327680,260046,261937,0,0,3138,8925,1,0,7,4952735744,15765139456,2310283264,40728944640,0,0,0,327680,3138,8922,5.202,1.581,93.092,0.125,0
3.238,1.993,94.770,0,0,0,40960,4686,5315,0,0,3964,7216,0,0,59,4691169280,15999156224,2310283264,40756310016,0,0,0,40960,3964,7214,3.234,1.990,94.776,0,0
0.167,0.250,99.583,0,0,0,0,0,504,0,0,659,1061,1,0,7,4679114752,16011210752,2310283264,40756310016,0,0,0,0,659,1061,0.167,0.292,99.541,0,0
0.208,1.042,98.749,0,0,0,0,0,377,0,0,825,1300,0,0,2,4679581696,16010752000,2310283264,40756310016,0,0,0,0,825,1300,0.208,1.000,98.792,0,0
0.250,1.376,98.374,0,0,0,0,0,672,0,0,929,1495,0,0,7,4679782400,16010547200,2310283264,40756314112,0,0,0,0,929,1495,0.250,1.376,98.374,0,0
0.250,1.166,98.584,0,0,0,0,0,1344,0,0,988,1293,0,0,7,4679368704,16010944512,2310283264,40756322304,0,0,0,0,988,1293,0.250,1.166,98.584,0,0
0.292,1.084,98.624,0,0,0,319488,0,322,0,0,823,1366,1,0,7,4680519680,16009797632,2310283264,40756322304,0,0,0,319488,823,1366,0.292,1.084,98.624,0,0
0.167,0.209,99.625,0,0,0,0,0,252,0,0,664,1161,0,0,2,4681482240,16008835072,2310283264,40756322304,0,0,0,0,664,1161,0.167,0.251,99.582,0,0
0.208,1.208,98.583,0,0,0,12288,0,1125,0,0,887,1293,0,0,7,4679909376,16010305536,2310283264,40756334592,0,0,0,12288,887,1293,0.208,1.166,98.626,0,0
0.208,1.251,98.541,0,0,0,0,0,699,0,0,975,1574,0,0,7,4680142848,16010080256,2310283264,40756334592,0,0,0,0,976,1576,0.208,1.251,98.541,0,0
0.375,1.334,98.207,0.083,0,0,430080,93,597,0,0,1639,1754,0,0,17,4676300800,16014602240,2310287360,40755986432,0,0,0,430080,1638,1752,0.375,1.334,98.208,0.083,0
1.128,1.504,97.368,0,0,0,65536,18446744073709338624,18446744073709283328,0,0,3514,6577,1,0,49,4670423040,16021282816,2310287360,40755965952,0,0,0,65536,3514,6577,1.129,1.547,97.324,0,0
4.139,2.090,91.890,1.881,0,0,34037760,18446744073709455360,18446744073709434880,0,0,9532,18113,1,0,101,4004171776,16720805888,2310299648,40729718784,0,0,0,34037760,9540,18280,4.137,2.048,91.935,1.880,0
1.684,2.441,95.623,0.253,0,16384,2547712,18446744073709395968,18446744073709443072,0,0,7448,12302,0,0,72,3982716928,16747118592,2310303744,40729546752,0,0,16384,2547712,7440,12135,1.683,2.440,95.625,0.252,0
3.368,3.243,93.015,0.374,0,0,2486272,18446744073709539328,18446744073709527040,0,0,7682,14686,1,0,177,3880464384,17122222080,2310307840,40462462976,0,0,0,2486272,7682,14686,3.410,3.243,92.973,0.374,0
4.583,2.250,93.083,0.083,0,0,405504,160,160,0,0,7070,12526,1,0,197,3895349248,17080717312,2310311936,40489582592,0,0,0,405504,7070,12526,4.544,2.251,93.122,0.083,0
8.594,4.464,84.689,2.253,0,0,34910208,80,1320,0,0,16534,40954,4,0,480,4081606656,16893046784,2310324224,40489951232,0,0,0,34910208,16560,41012,8.601,4.509,84.635,2.255,0
13.828,3.873,79.717,2.582,0,180224,103378944,144,5502,0,0,10364,41274,4,1,233,4230373376,16635269120,2310328320,40592183296,0,0,180224,103378944,10338,41227,13.863,3.872,79.684,2.581,0
20.423,3.480,75.518,0.580,0,8929280,5021696,160,11559,0,0,11908,29866,5,0,202,4317540352,16500862976,2310344704,40637079552,0,0,8929280,5021696,11908,29867,20.406,3.477,75.538,0.579,0
23.817,4.357,67.676,4.149,0,0,114143232,160,6961,0,0,8883,38873,13,0,116,4495626240,16256163840,2310348800,40702558208,0,0,0,114233344,8895,38887,23.835,4.326,67.679,4.160,0
33.486,3.037,62.479,0.998,0,0,28327936,80,3862,0,0,7077,24827,14,0,72,4629827584,16092606464,2310348800,40728883200,0,0,0,28237824,7065,24821,33.458,3.034,62.510,0.998,0
44.023,1.458,54.352,0.167,0,0,331776,80,3920,0,0,5913,17404,11,1,14,4797337600,15923650560,2310348800,40728932352,0,0,0,331776,5913,17384,44.116,1.497,54.220,0.166,0
12.562,1.907,85.323,0.207,0,0,466944,31254,33785,0,0,4492,10143,1,0,53,4848955392,15869440000,2310348800,40729071616,0,0,0,466944,4492,10143,12.417,1.869,85.507,0.208,0
6.017,1.743,92.158,0.083,0,196608,393216,95337,96516,0,0,2675,7319,3,0,9,4888756224,15829102592,2310348800,40729075712,0,0,196608,393216,2675,7319,6.017,1.743,92.158,0.083,0
5.736,1.663,92.519,0.083,0,0,360448,258432,260182,0,0,3229,9086,1,0,7,4928458752,15789096960,2310348800,40729280512,0,0,0,360448,3229,9086,5.736,1.663,92.519,0.083,0
4.778,1.786,93.394,0.042,0,0,131072,92780,93313,0,0,4239,9156,1,0,58,4689670144,16000237568,2310348800,40756494336,0,0,0,131072,4240,9158,4.857,1.785,93.317,0.042,0
0.417,0.542,99.041,0,0,0,0,0,754,0,0,1460,2268,1,0,16,4682149888,16007925760,2310348800,40756645888,0,0,0,0,1459,2266,0.333,0.542,99.125,0,0
0.125,1.085,98.790,0,0,0,0,84,209,0,0,807,1332,0,0,2,4646547456,16043528192,2310348800,40756645888,0,0,0,0,807,1333,0.125,1.085,98.790,0,0
0.167,1.126,98.707,0,0,0,0,0,504,0,0,837,1265,0,0,7,4647403520,16042668032,2310348800,40756649984,0,0,0,0,837,1264,0.167,1.126,98.707,0,0
0.209,1.376,98.415,0,0,0,0,0,924,0,0,982,1396,0,0,7,4647567360,16042487808,2310348800,40756649984,0,0,0,0,982,1396,0.208,1.376,98.416,0,0
0.292,1.000,98.708,0,0,0,307200,0,1344,0,0,771,1246,1,0,7,4648615936,16041439232,2310348800,40756649984,0,0,0,307200,771,1246,0.292,1.043,98.665,0,0
0.125,0.250,99.625,0,0,0,0,0,574,0,0,809,1134,0,0,2,4647915520,16042139648,2310348800,40756649984,0,0,0,0,809,1134,0.125,0.250,99.625,0,0
0.540,1.246,98.214,0,0,0,12288,0,1002,0,0,1019,1441,0,0,7,4647366656,16042684416,2310348800,40756654080,0,0,0,12288,1019,1441,0.541,1.206,98.254,0,0
0.416,1.082,98.501,0,0,0,0,0,572,0,0,1035,1266,0,0,7,4647129088,16042909696,2310348800,40756666368,0,0,0,0,1035,1266,0.416,1.082,98.502,0,0
0.167,1.209,98.624,0,0,0,0,0,754,0,0,995,1530,0,0,7,4647157760,16042881024,2310348800,40756666368,0,0,0,0,995,1530,0.167,1.210,98.623,0,0
0.250,0.834,98.874,0.042,0,0,425984,0,377,0,0,817,1379,1,0,7,4647477248,16042905600,2310348800,40756322304,0,0,0,425984,817,1379,0.251,0.877,98.831,0.042,0
4.326,1.747,92.970,0.957,0,16384,32022528,18446744073709338624,18446744073709281280,0,0,8932,16934,3,0,109,4585308160,16137175040,2310356992,40730095616,0,0,16384,32022528,8933,16946,4.326,1.705,93.012,0.957,0
3.393,3.393,92.627,0.587,0,0,4567040,18446744073709297664,18446744073709326336,0,0,10815,19413,0,0,111,3984592896,16743825408,2310373376,40729915392,0,0,0,4567040,10814,19401,3.391,3.391,92.633,0.586,0
2.122,2.039,95.422,0.416,0,0,2256896,18446744073709539328,18446744073709524992,0,0,5060,8556,0,0,51,3893571584,17079894016,2310377472,40490389504,0,0,0,2256896,5060,8556,2.122,2.039,95.422,0.416,0
4.359,2.823,92.777,0.042,0,0,438272,160,229,0,0,7708,12063,2,0,239,3893075968,17081683968,2310377472,40490110976,0,0,0,438272,7708,12063,4.362,2.825,92.771,0.042,0
4.973,2.424,90.765,1.839,0,0,34304000,240,552,0,0,8029,19294,2,0,141,3908386816,17066762240,2310402048,40490094592,0,0,0,34304000,8029,19294,4.969,2.422,90.772,1.837,0
12.340,5.259,82.070,0.331,0,0,1601536,144,2432,0,0,18756,44321,3,0,514,4095926272,16876109824,2310414336,40490463232,0,0,0,1601536,18756,44325,12.355,5.265,82.048,0.332,0
14.143,2.670,80.434,2.753,0,0,107159552,160,9583,0,0,6269,22756,7,0,45,4160401408,16702427136,2310418432,40596643840,0,0,0,107159552,6279,22785,14.220,2.669,80.359,2.752,0
13.743,3.676,79.323,3.258,0,9109504,58613760,0,2860,0,0,8060,23178,3,0,137,4277579776,16501899264,2310434816,40679239680,0,0,9109504,58613760,8097,23239,13.684,3.713,79.349,3.254,0
27.768,3.943,64.975,3.314,0,0,82370560,80,5791,0,0,10909,43527,6,1,192,4464902144,16232767488,2310443008,40756703232,0,0,0,82370560,10874,43455,27.822,3.945,64.918,3.315,0
42.090,2.498,55.371,0.042,0,0,241664,80,1932,0,0,8757,26574,13,0,90,4617715712,16106094592,2310443008,40729231360,0,0,0,241664,8745,26552,42.077,2.460,55.421,0.042,0
32.523,2.347,64.837,0.293,0,0,3022848,80,5832,0,0,6232,19891,2,0,51,4747898880,15972638720,2310447104,40729329664,0,0,0,3022848,6233,19907,32.469,2.343,64.895,0.293,0
5.826,1.623,92.551,0,0,0,176128,13869,16260,0,0,2564,6341,5,0,61,4793982976,15925133312,2310447104,40729358336,0,0,0,176128,2579,6397,5.865,1.622,92.512,0,0
5.004,1.418,93.578,0,0,0,4096,18343,20202,0,0,1960,4187,2,0,9,4838727680,15878131712,2310447104,40729419776,0,0,0,4096,1944,4115,4.962,1.418,93.620,0,0
6.680,1.701,91.535,0.083,0,196608,466944,153117,153953,0,0,3254,9136,1,0,14,4882989056,15833591808,2310447104,40729415680,0,0,196608,466944,3254,9136,6.689,1.745,91.483,0.083,0
5.945,1.197,92.692,0.165,0,0,266240,195379,196280,0,0,4453,11728,2,0,53,4651003904,16055320576,2310447104,40739545088,0,0,0,266240,4453,11728,5.941,1.155,92.739,0.165,0
1.752,1.168,97.080,0,0,0,0,0,629,0,0,1515,2245,1,0,12,4642357248,16046448640,2310447104,40757022720,0,0,0,0,1515,2246,1.752,1.168,97.080,0,0
0.209,1.127,98.664,0,0,0,0,0,629,0,0,902,1484,0,0,7,4643102720,16045703168,2310447104,40757022720,0,0,0,0,902,1483,0.209,1.127,98.664,0,0
0.499,1.290,98.211,0,0,0,0,0,629,0,0,1101,1586,0,0,7,4642451456,16046325760,2310447104,40757026816,0,0,0,0,1101,1586,0.499,1.289,98.212,0,0
0.208,1.042,98.749,0,0,0,0,0,504,0,0,762,1067,1,0,7,4643037184,16045744128,2310447104,40757030912,0,0,0,0,762,1067,0.209,1.085,98.706,0,0
0.167,0.500,99.291,0.042,0,0,311296,0,1694,0,0,710,1258,0,0,2,4643229696,16045547520,2310447104,40757030912,0,0,0,311296,710,1258,0.167,0.458,99.334,0.042,0
0.291,1.290,98.419,0,0,0,0,0,1072,0,0,1001,1314,1,0,7,4643807232,16044945408,2310447104,40757030912,0,0,0,0,1001,1314,0.292,1.292,98.416,0,0
0.292,1.125,98.583,0,0,0,0,0,572,0,0,940,1487,0,0,7,4643184640,16045588480,2310447104,40757035008,0,0,0,0,940,1487,0.291,1.124,98.585,0,0
0.292,1.208,98.500,0,0,0,12288,0,322,0,0,966,1396,0,0,7,4643385344,16045277184,2310447104,40757047296,0,0,0,12288,966,1396,0.292,1.208,98.500,0,0
0.458,0.999,98.543,0,0,0,454656,0,377,0,0,1400,1748,1,0,17,4641337344,16047718400,2310447104,40757043200,0,0,0,454656,1400,1748,0.500,1.000,98.501,0,0
0.374,0.582,99.002,0.042,0,0,0,0,377,0,0,791,1319,0,0,2,4639813632,16049958912,2310447104,40756654080,0,0,0,0,791,1319,0.333,0.582,99.044,0.042,0
1.754,1.921,95.530,0.794,0,0,26054656,18446744073709385728,18446744073709332480,0,0,4895,7823,0,2,52,4633128960,16062824448,2310447104,40756592640,0,0,0,26177536,4895,7823,1.757,1.924,95.483,0.836,0
6.791,3.478,88.861,0.870,0,0,8310784,18446744073709348864,18446744073709373440,0,0,12382,25552,8,0,176,3989213184,16736239616,2310447104,40730259456,0,0,0,8187904,12388,25676,6.821,3.514,88.838,0.827,0
0.585,1.503,97.537,0.376,0,16384,1667072,0,168,0,0,2387,3780,1,0,5,3902132224,16825966592,2310447104,40730210304,0,0,16384,1667072,2381,3656,0.543,1.463,97.618,0.376,0
3.997,2.373,93.256,0.375,0,0,2461696,18446744073709541376,18446744073709529088,0,0,8944,17043,2,0,236,3895783424,17106026496,2310447104,40462757888,0,0,0,2461696,8949,17061,4.042,2.375,93.208,0.375,0
4.957,1.983,92.359,0.702,0,0,409600,160,160,0,0,5978,10905,1,0,159,3899645952,17074597888,2310447104,40490127360,0,0,0,409600,5973,10898,4.948,2.021,92.330,0.701,0
8.166,5.946,83.668,2.219,0,0,35393536,144,1540,0,0,17721,40181,4,0,487,4086255616,16886480896,2310471680,40490590208,0,0,0,35393536,17731,40314,8.173,5.951,83.655,2.221,0
10.540,3.388,82.141,3.931,0,6373376,102834176,160,5014,0,0,9369,28243,6,0,202,4246532096,16618070016,2310475776,40592203776,0,0,6406144,102834176,9361,28135,10.511,3.350,82.203,3.936,0
20.991,3.374,74.927,0.708,0,2736128,5107712,160,12735,0,0,11892,35005,6,1,198,4308623360,16553107456,2310475776,40593739776,0,0,2703360,5242880,11891,34980,21.048,3.411,74.834,0.707,0
19.121,3.318,73.372,4.189,0,0,113774592,0,4510,0,0,8213,42605,9,0,105,4466405376,16202571776,2310483968,40782475264,0,0,0,113639424,8213,42612,19.129,3.278,73.402,4.191,0
34.204,3.109,61.774,0.912,0,0,29261824,160,4299,0,0,6673,31593,9,0,69,4615225344,16105418752,2310496256,40729563136,0,0,0,29261824,6672,31598,34.273,3.108,61.707,0.912,0
42.708,2.417,54.875,0,0,0,0,0,4756,0,0,6072,18224,12,0,22,4772229120,15946940416,2310496256,40729604096,0,0,0,0,6072,18210,42.732,2.416,54.852,0,0
15.356,2.070,82.326,0.248,0,0,798720,31552,33801,0,0,5191,11079,1,0,62,4815605760,15901003776,2310496256,40729755648,0,0,0,798720,5191,11072,15.168,2.072,82.511,0.249,0
5.224,1.797,92.938,0.042,0,0,118784,73339,74163,0,0,2267,6780,2,0,8,4859920384,15855677440,2310496256,40729759744,0,0,0,118784,2267,6784,5.261,1.837,92.860,0.042,0
9.565,0.663,89.731,0.041,0,196608,552960,248520,249046,0,0,3329,9053,3,0,8,4902711296,15812861952,2310496256,40729767936,0,0,196608,552960,3329,9047,9.528,0.663,89.768,0.041,0
7.412,1.905,90.559,0.124,0,0,208896,124642,126729,0,0,4370,9320,2,0,50,4657037312,16030310400,2310496256,40757342208,0,0,0,208896,4370,9320,7.412,1.905,90.559,0.124,0
3.900,1.369,94.730,0,0,0,0,0,504,0,0,2430,3194,0,0,24,4655341568,16032776192,2310496256,40757338112,0,0,0,0,2430,3194,3.899,1.327,94.774,0,0
